Determinant,MinA,Euler,A,B,C,0:00,0:01,0:02,0:03,0:01/23,0:02/13,0:03/12,1:00,1:01,1:02,1:03,1:01/23,1:02/13,1:03/12
-1763,1,-1760,1,-1+1w,-1762,10564,10538,10564,10538,854,880,906,10538,10564,10538,10564,854,880,906
-1765,1,-2816,1,0,-1765,15060,15084,15060,15084,1432,1408,1384,15084,15060,15084,15060,1432,1408,1384
-1765,1,-2816,1,-1+1w,-1764,15084,15060,15084,15060,1384,1408,1432,15060,15084,15060,15084,1384,1408,1432
-1766,1,-1768,1,0,-1766,12480,12480,12480,12480,884,884,884,12480,12480,12480,12480,884,884,884
-1768,1,-3584,1,0,-1768,19710,19710,19710,19710,1792,1792,1792,19710,19710,19710,19710,1792,1792,1792
-1769,1,-1736,1,0,-1769,10546,10568,10546,10568,890,868,846,10568,10546,10568,10546,890,868,846
-1769,1,-1736,1,-1+1w,-1768,10568,10546,10568,10546,846,868,890,10546,10568,10546,10568,846,868,890
-1770,1,-1856,1,0,-1770,13708,13708,13708,13708,928,928,928,13708,13708,13708,13708,928,928,928
-1771,1,-3520,1,0,-1771,17260,17282,17260,17282,1782,1760,1738,17282,17260,17282,17260,1782,1760,1738
-1771,1,-3520,1,-1+1w,-1770,17282,17260,17282,17260,1738,1760,1782,17260,17282,17260,17282,1738,1760,1782
-1772,1,-1768,1,0,-1772,11562,11562,11562,11562,884,884,884,11562,11562,11562,11562,884,884,884
-1773,1,-2352,1,0,-1773,12816,12836,12816,12836,1196,1176,1156,12836,12816,12836,12816,1196,1176,1156
-1773,1,-2352,1,-1+1w,-1772,12836,12816,12836,12816,1156,1176,1196,12816,12836,12816,12836,1156,1176,1196
-1774,1,-3544,1,0,-1774,20562,20562,20562,20562,1772,1772,1772,20562,20562,20562,20562,1772,1772,1772
-1775,1,-1400,1,0,-1775,9196,9212,9196,9212,716,700,684,9212,9196,9212,9196,716,700,684
-1775,1,-1400,1,-1+1w,-1774,9212,9196,9212,9196,684,700,716,9196,9212,9196,9212,684,700,716
-1778,1,-2048,1,0,-1778,13620,13620,13620,13620,1024,1024,1024,13620,13620,13620,13620,1024,1024,1024
-1779,1,-2368,1,0,-1779,13198,13218,13198,13218,1204,1184,1164,13218,13198,13218,13198,1204,1184,1164
-1779,1,-2368,1,-1+1w,-1778,13218,13198,13218,13198,1164,1184,1204,13198,13218,13198,13218,1164,1184,1204
-1780,1,-2816,1,0,-1780,16740,16740,16740,16740,1408,1408,1408,16740,16740,16740,16740,1408,1408,1408
-1781,1,-1904,1,0,-1781,10936,10952,10936,10952,968,952,936,10952,10936,10952,10936,968,952,936
-1781,1,-1904,1,-1+1w,-1780,10952,10936,10952,10936,936,952,968,10936,10952,10936,10952,936,952,968
-1782,1,-2160,1,0,-1782,14692,14692,14692,14692,1080,1080,1080,14692,14692,14692,14692,1080,1080,1080
-1784,1,-1792,1,0,-1784,12138,12138,12138,12138,896,896,896,12138,12138,12138,12138,896,896,896
-1785,1,-2048,1,0,-1785,11570,11584,11570,11584,1038,1024,1010,11584,11570,11584,11570,1038,1024,1010
-1785,1,-2048,1,-1+1w,-1784,11584,11570,11584,11570,1010,1024,1038,11570,11584,11570,11584,1010,1024,1038
-1785,3,-512,3,-2+1w,-594,2012,2012,2012,2012,256,256,256,2012,2012,2012,2012,256,256,256
-1785,3,-512,3,-1+2w,-594,2012,2012,2012,2012,256,256,256,2012,2012,2012,2012,256,256,256
-1786,1,-3680,1,0,-1786,20904,20904,20904,20904,1840,1840,1840,20904,20904,20904,20904,1840,1840,1840
-1787,1,-1786,1,0,-1787,10697,10714,10697,10714,910,893,876,10714,10697,10714,10697,910,893,876
-1787,1,-1786,1,-1+1w,-1786,10714,10697,10714,10697,876,893,910,10697,10714,10697,10714,876,893,910
-1788,1,-2368,1,0,-1788,14540,14540,14540,14540,1184,1184,1184,14540,14540,14540,14540,1184,1184,1184
-1790,1,-1424,1,0,-1790,11016,11016,11016,11016,712,712,712,11016,11016,11016,11016,712,712,712
-1793,1,-1640,1,0,-1793,10356,10374,10356,10374,838,820,802,10374,10356,10374,10356,838,820,802
-1793,1,-1640,1,-1+1w,-1792,10374,10356,10374,10356,802,820,838,10356,10374,10356,10374,802,820,838
-1794,1,-2464,1,0,-1794,15192,15192,15192,15192,1232,1232,1232,15192,15192,15192,15192,1232,1232,1232
-1794,3,-616,3,-2+1w,-597,2722,2722,2722,2722,308,308,308,2722,2722,2722,2722,308,308,308
-1795,1,-2864,1,0,-1795,15344,15340,15344,15340,1428,1432,1436,15340,15344,15340,15344,1428,1432,1436
-1795,1,-2864,1,-1+1w,-1794,15340,15344,15340,15344,1436,1432,1428,15344,15340,15344,15340,1436,1432,1428
-1796,1,-1792,1,0,-1796,11736,11736,11736,11736,896,896,896,11736,11736,11736,11736,896,896,896
-1797,1,-2392,1,0,-1797,13350,13354,13350,13354,1200,1196,1192,13354,13350,13354,13350,1200,1196,1192
-1797,1,-2392,1,-1+1w,-1796,13354,13350,13354,13350,1192,1196,1200,13350,13354,13350,13354,1192,1196,1200
-1798,1,-3584,1,0,-1798,20820,20820,20820,20820,1792,1792,1792,20820,20820,20820,20820,1792,1792,1792
-1799,1,-2048,1,0,-1799,11542,11570,11542,11570,1052,1024,996,11570,11542,11570,11542,1052,1024,996
-1799,1,-2048,1,-1+1w,-1798,11570,11542,11570,11542,996,1024,1052,11542,11570,11542,11570,996,1024,1052
-1800,1,-1920,1,0,-1800,12928,12928,12928,12928,960,960,960,12928,12928,12928,12928,960,960,960
-1802,1,-1664,1,0,-1802,12444,12444,12444,12444,832,832,832,12444,12444,12444,12444,832,832,832
-1804,1,-3200,1,0,-1804,18468,18468,18468,18468,1600,1600,1600,18468,18468,18468,18468,1600,1600,1600
-1805,1,-1520,1,0,-1805,9698,9688,9698,9688,750,760,770,9688,9698,9688,9698,750,760,770
-1805,1,-1520,1,-1+1w,-1804,9688,9698,9688,9698,770,760,750,9698,9688,9698,9688,770,760,750
-1806,1,-2816,1,0,-1806,17272,17272,17272,17272,1408,1408,1408,17272,17272,17272,17272,1408,1408,1408
-1808,1,-1792,1,0,-1808,12066,12066,12066,12066,896,896,896,12066,12066,12066,12066,896,896,896
-1810,1,-2912,1,0,-1810,18594,18594,18594,18594,1456,1456,1456,18594,18594,18594,18594,1456,1456,1456
-1811,1,-1810,1,0,-1811,10887,10860,10887,10860,878,905,932,10860,10887,10860,10887,878,905,932
-1811,1,-1810,1,-1+1w,-1810,10860,10887,10860,10887,932,905,878,10887,10860,10887,10860,932,905,878
-1814,1,-1816,1,0,-1814,12852,12852,12852,12852,908,908,908,12852,12852,12852,12852,908,908,908
-1815,1,-1760,1,0,-1815,11568,11576,11568,11576,888,880,872,11576,11568,11576,11568,888,880,872
-1815,1,-1760,1,-1+1w,-1814,11576,11568,11576,11568,872,880,888,11568,11576,11568,11576,872,880,888
-1816,1,-3616,1,0,-1816,20130,20130,20130,20130,1808,1808,1808,20130,20130,20130,20130,1808,1808,1808
-1817,1,-1760,1,0,-1817,10856,10846,10856,10846,870,880,890,10846,10856,10846,10856,870,880,890
-1817,1,-1760,1,-1+1w,-1816,10846,10856,10846,10856,890,880,870,10856,10846,10856,10846,890,880,870
-1818,1,-2400,1,0,-1818,15496,15496,15496,15496,1200,1200,1200,15496,15496,15496,15496,1200,1200,1200
-1819,1,-3392,1,0,-1819,17198,17164,17198,17164,1662,1696,1730,17164,17198,17164,17198,1662,1696,1730
-1819,1,-3392,1,-1+1w,-1818,17164,17198,17164,17198,1730,1696,1662,17198,17164,17198,17164,1730,1696,1662
-1820,1,-1792,1,0,-1820,11688,11688,11688,11688,896,896,896,11688,11688,11688,11688,896,896,896
-1822,1,-3640,1,0,-1822,21198,21198,21198,21198,1820,1820,1820,21198,21198,21198,21198,1820,1820,1820
-1823,1,-1822,1,0,-1823,10969,10958,10969,10958,900,911,922,10958,10969,10958,10969,900,911,922
-1823,1,-1822,1,-1+1w,-1822,10958,10969,10958,10969,922,911,900,10969,10958,10969,10958,922,911,900
-1824,1,-2560,1,0,-1824,15602,15602,15602,15602,1280,1280,1280,15602,15602,15602,15602,1280,1280,1280
-1826,1,-1640,1,0,-1826,12378,12378,12378,12378,820,820,820,12378,12378,12378,12378,820,820,820
-1827,1,-2688,1,0,-1827,14104,14094,14104,14094,1334,1344,1354,14094,14104,14094,14104,1334,1344,1354
-1827,1,-2688,1,-1+1w,-1826,14094,14104,14094,14104,1354,1344,1334,14104,14094,14104,14094,1354,1344,1334
-1829,1,-1856,1,0,-1829,11074,11054,11074,11054,908,928,948,11054,11074,11054,11074,908,928,948
-1829,1,-1856,1,-1+1w,-1828,11054,11074,11054,11074,948,928,908,11074,11054,11074,11054,948,928,908
-1830,1,-1984,1,0,-1830,13416,13416,13416,13416,992,992,992,13416,13416,13416,13416,992,992,992
-1830,3,-496,3,-2+1w,-609,2512,2512,2512,2512,248,248,248,2512,2512,2512,2512,248,248,248
-1832,1,-1840,1,0,-1832,12504,12504,12504,12504,920,920,920,12504,12504,12504,12504,920,920,920
-1833,1,-2576,1,0,-1833,13992,14000,13992,14000,1296,1288,1280,14000,13992,14000,13992,1296,1288,1280
-1833,1,-2576,1,-1+1w,-1832,14000,13992,14000,13992,1280,1288,1296,13992,14000,13992,14000,1280,1288,1296
-1834,1,-4160,1,0,-1834,22800,22800,22800,22800,2080,2080,2080,22800,22800,22800,22800,2080,2080,2080
-1835,1,-1472,1,0,-1835,9766,9728,9766,9728,698,736,774,9728,9766,9728,9766,698,736,774
-1835,1,-1472,1,-1+1w,-1834,9728,9766,9728,9766,774,736,698,9766,9728,9766,9728,774,736,698
-1836,1,-2304,1,0,-1836,14284,14284,14284,14284,1152,1152,1152,14284,14284,14284,14284,1152,1152,1152
-1837,1,-3320,1,0,-1837,17102,17098,17102,17098,1656,1660,1664,17098,17102,17098,17102,1656,1660,1664
-1837,1,-3320,1,-1+1w,-1836,17098,17102,17098,17102,1664,1660,1656,17102,17098,17102,17098,1664,1660,1656
-1838,1,-1840,1,0,-1838,13044,13044,13044,13044,920,920,920,13044,13044,13044,13044,920,920,920
-1840,1,-2816,1,0,-1840,17616,17616,17616,17616,1408,1408,1408,17616,17616,17616,17616,1408,1408,1408
-1841,1,-2096,1,0,-1841,11866,11894,11866,11894,1076,1048,1020,11894,11866,11894,11866,1076,1048,1020
-1841,1,-2096,1,-1+1w,-1840,11894,11866,11894,11866,1020,1048,1076,11866,11894,11866,11894,1020,1048,1076
-1842,1,-2464,1,0,-1842,16376,16376,16376,16376,1232,1232,1232,16376,16376,16376,16376,1232,1232,1232
-1844,1,-1840,1,0,-1844,12108,12108,12108,12108,920,920,920,12108,12108,12108,12108,920,920,920
-1845,1,-1920,1,0,-1845,11694,11656,11694,11656,922,960,998,11656,11694,11656,11694,922,960,998
-1845,1,-1920,1,-1+1w,-1844,11656,11694,11656,11694,998,960,922,11694,11656,11694,11656,998,960,922
-1846,1,-3920,1,0,-1846,22008,22008,22008,22008,1960,1960,1960,22008,22008,22008,22008,1960,1960,1960
-1847,1,-1846,1,0,-1847,11125,11138,11125,11138,936,923,910,11138,11125,11138,11125,936,923,910
-1847,1,-1846,1,-1+1w,-1846,11138,11125,11138,11125,910,923,936,11125,11138,11125,11138,910,923,936
-1848,1,-2560,1,0,-1848,15258,15258,15258,15258,1280,1280,1280,15258,15258,15258,15258,1280,1280,1280
-1848,3,-640,3,-2+1w,-615,2716,2716,2716,2716,320,320,320,2716,2716,2716,2716,320,320,320
-1850,1,-1520,1,0,-1850,11274,11274,11274,11274,760,760,760,11274,11274,11274,11274,760,760,760
-1851,1,-2464,1,0,-1851,13826,13802,13826,13802,1208,1232,1256,13802,13826,13802,13826,1208,1232,1256
-1851,1,-2464,1,-1+1w,-1850,13802,13826,13802,13826,1256,1232,1208,13826,13802,13826,13802,1256,1232,1208
-1853,1,-1760,1,0,-1853,10984,10994,10984,10994,890,880,870,10994,10984,10994,10984,890,880,870
-1853,1,-1760,1,-1+1w,-1852,10994,10984,10994,10984,870,880,890,10984,10994,10984,10994,870,880,890
-1854,1,-2496,1,0,-1854,16120,16120,16120,16120,1248,1248,1248,16120,16120,16120,16120,1248,1248,1248
-1855,1,-3328,1,0,-1855,16972,16952,16972,16952,1644,1664,1684,16952,16972,16952,16972,1644,1664,1684
-1855,1,-3328,1,-1+1w,-1854,16952,16972,16952,16972,1684,1664,1644,16972,16952,16972,16952,1684,1664,1644
-1856,1,-1792,1,0,-1856,12390,12390,12390,12390,896,896,896,12390,12390,12390,12390,896,896,896
-1858,1,-3712,1,0,-1858,21636,21636,21636,21636,1856,1856,1856,21636,21636,21636,21636,1856,1856,1856
-1859,1,-1820,1,0,-1859,11102,11068,11102,11068,876,910,944,11068,11102,11068,11102,876,910,944
-1859,1,-1820,1,-1+1w,-1858,11068,11102,11068,11102,944,910,876,11102,11068,11102,11068,944,910,876
-1860,1,-2048,1,0,-1860,13468,13468,13468,13468,1024,1024,1024,13468,13468,13468,13468,1024,1024,1024
-1862,1,-2240,1,0,-1862,14400,14400,14400,14400,1120,1120,1120,14400,14400,14400,14400,1120,1120,1120
-1863,1,-2376,1,0,-1863,13340,13326,13340,13326,1174,1188,1202,13326,13340,13326,13340,1174,1188,1202
-1863,1,-2376,1,-1+1w,-1862,13326,13340,13326,13340,1202,1188,1174,13340,13326,13340,13326,1202,1188,1174
-1864,1,-3712,1,0,-1864,20718,20718,20718,20718,1856,1856,1856,20718,20718,20718,20718,1856,1856,1856
-1865,1,-1496,1,0,-1865,9926,9922,9926,9922,744,748,752,9922,9926,9922,9926,744,748,752
-1865,1,-1496,1,-1+1w,-1864,9922,9926,9922,9926,752,748,744,9926,9922,9926,9922,752,748,744
-1866,1,-2480,1,0,-1866,15516,15516,15516,15516,1240,1240,1240,15516,15516,15516,15516,1240,1240,1240
-1866,3,-620,3,-2+1w,-621,2834,2834,2834,2834,310,310,310,2834,2834,2834,2834,310,310,310
-1868,1,-1864,1,0,-1868,12270,12270,12270,12270,932,932,932,12270,12270,12270,12270,932,932,932
-1869,1,-2816,1,0,-1869,14904,14888,14904,14888,1392,1408,1424,14888,14904,14888,14904,1392,1408,1424
-1869,1,-2816,1,-1+1w,-1868,14888,14904,14888,14904,1424,1408,1392,14904,14888,14904,14888,1424,1408,1392
-1870,1,-2560,1,0,-1870,18228,18228,18228,18228,1280,1280,1280,18228,18228,18228,18228,1280,1280,1280
-1871,1,-1870,1,0,-1871,11273,11266,11273,11266,928,935,942,11266,11273,11266,11273,928,935,942
-1871,1,-1870,1,-1+1w,-1870,11266,11273,11266,11273,942,935,928,11273,11266,11273,11266,942,935,928
-1874,1,-1876,1,0,-1874,13296,13296,13296,13296,938,938,938,13296,13296,13296,13296,938,938,938
-1877,1,-1876,1,0,-1877,11337,11340,11337,11340,941,938,935,11340,11337,11340,11337,941,938,935
-1877,1,-1876,1,-1+1w,-1876,11340,11337,11340,11337,935,938,941,11337,11340,11337,11340,935,938,941
-1878,1,-2512,1,0,-1878,16736,16736,16736,16736,1256,1256,1256,16736,16736,16736,16736,1256,1256,1256
-1880,1,-1472,1,0,-1880,11208,11208,11208,11208,736,736,736,11208,11208,11208,11208,736,736,736
-1881,1,-2400,1,0,-1881,13438,13464,13438,13464,1226,1200,1174,13464,13438,13464,13438,1226,1200,1174
-1881,1,-2400,1,-1+1w,-1880,13464,13438,13464,13438,1174,1200,1226,13438,13464,13438,13464,1174,1200,1226
-1882,1,-3760,1,0,-1882,21990,21990,21990,21990,1880,1880,1880,21990,21990,21990,21990,1880,1880,1880
-1883,1,-2144,1,0,-1883,12186,12174,12186,12174,1060,1072,1084,12174,12186,12174,12186,1060,1072,1084
-1883,1,-2144,1,-1+1w,-1882,12174,12186,12174,12186,1084,1072,1060,12186,12174,12186,12174,1084,1072,1060
-1885,1,-3136,1,0,-1885,16542,16542,16542,16542,1568,1568,1568,16542,16542,16542,16542,1568,1568,1568
-1885,1,-3136,1,-1+1w,-1884,16542,16542,16542,16542,1568,1568,1568,16542,16542,16542,16542,1568,1568,1568
-1886,1,-1760,1,0,-1886,13188,13188,13188,13188,880,880,880,13188,13188,13188,13188,880,880,880
-1887,1,-2432,1,0,-1887,13932,13970,13932,13970,1254,1216,1178,13970,13932,13970,13932,1254,1216,1178
-1887,1,-2432,1,-1+1w,-1886,13970,13932,13970,13932,1178,1216,1254,13932,13970,13932,13970,1178,1216,1254
-1888,1,-3712,1,0,-1888,20778,20778,20778,20778,1856,1856,1856,20778,20778,20778,20778,1856,1856,1856
-1889,1,-1888,1,0,-1889,11393,11422,11393,11422,973,944,915,11422,11393,11422,11393,973,944,915
-1889,1,-1888,1,-1+1w,-1888,11422,11393,11422,11393,915,944,973,11393,11422,11393,11422,915,944,973
-1890,1,-2304,1,0,-1890,15440,15440,15440,15440,1152,1152,1152,15440,15440,15440,15440,1152,1152,1152
-1892,1,-1760,1,0,-1892,11976,11976,11976,11976,880,880,880,11976,11976,11976,11976,880,880,880
-1894,1,-3784,1,0,-1894,22128,22128,22128,22128,1892,1892,1892,22128,22128,22128,22128,1892,1892,1892
-1895,1,-1520,1,0,-1895,10102,10112,10102,10112,770,760,750,10112,10102,10112,10102,770,760,750
-1895,1,-1520,1,-1+1w,-1894,10112,10102,10112,10102,750,760,770,10102,10112,10102,10112,750,760,770
-1896,1,-2560,1,0,-1896,16232,16232,16232,16232,1280,1280,1280,16232,16232,16232,16232,1280,1280,1280
-1898,1,-2072,1,0,-1898,13992,13992,13992,13992,1036,1036,1036,13992,13992,13992,13992,1036,1036,1036
-1901,1,-1900,1,0,-1901,11503,11498,11503,11498,945,950,955,11498,11503,11498,11503,945,950,955
-1901,1,-1900,1,-1+1w,-1900,11498,11503,11498,11503,955,950,945,11503,11498,11503,11498,955,950,945
-1902,1,-2528,1,0,-1902,15936,15936,15936,15936,1264,1264,1264,15936,15936,15936,15936,1264,1264,1264
-1902,3,-632,3,-2+1w,-633,2894,2894,2894,2894,316,316,316,2894,2894,2894,2894,316,316,316
-1903,1,-3440,1,0,-1903,17818,17810,17818,17810,1712,1720,1728,17810,17818,17810,17818,1712,1720,1728
-1903,1,-3440,1,-1+1w,-1902,17810,17818,17810,17818,1728,1720,1712,17818,17810,17818,17810,1728,1720,1712
-1904,1,-2048,1,0,-1904,13554,13554,13554,13554,1024,1024,1024,13554,13554,13554,13554,1024,1024,1024
-1905,1,-2048,1,0,-1905,12692,12708,12692,12708,1040,1024,1008,12708,12692,12708,12692,1040,1024,1008
-1905,1,-2048,1,-1+1w,-1904,12708,12692,12708,12692,1008,1024,1040,12692,12708,12692,12708,1008,1024,1040
-1906,1,-3808,1,0,-1906,22302,22302,22302,22302,1904,1904,1904,22302,22302,22302,22302,1904,1904,1904
-1907,1,-1906,1,0,-1907,11531,11548,11531,11548,970,953,936,11548,11531,11548,11531,970,953,936
-1907,1,-1906,1,-1+1w,-1906,11548,11531,11548,11531,936,953,970,11531,11548,11531,11548,936,953,970
-1908,1,-2496,1,0,-1908,15304,15304,15304,15304,1248,1248,1248,15304,15304,15304,15304,1248,1248,1248
-1909,1,-3608,1,0,-1909,18250,18254,18250,18254,1808,1804,1800,18254,18250,18254,18250,1808,1804,1800
-1909,1,-3608,1,-1+1w,-1908,18254,18250,18254,18250,1800,1804,1808,18250,18254,18250,18254,1800,1804,1808
-1910,1,-1520,1,0,-1910,11844,11844,11844,11844,760,760,760,11844,11844,11844,11844,760,760,760
-1912,1,-3808,1,0,-1912,21372,21372,21372,21372,1904,1904,1904,21372,21372,21372,21372,1904,1904,1904
-1913,1,-1912,1,0,-1913,11607,11568,11607,11568,917,956,995,11568,11607,11568,11607,917,956,995
-1913,1,-1912,1,-1+1w,-1912,11568,11607,11568,11607,995,956,917,11607,11568,11607,11568,995,956,917
-1914,1,-2240,1,0,-1914,16324,16324,16324,16324,1120,1120,1120,16324,16324,16324,16324,1120,1120,1120
-1915,1,-3056,1,0,-1915,16550,16552,16550,16552,1530,1528,1526,16552,16550,16552,16550,1530,1528,1526
-1915,1,-3056,1,-1+1w,-1914,16552,16550,16552,16550,1526,1528,1530,16550,16552,16550,16552,1526,1528,1530
-1916,1,-1912,1,0,-1916,12642,12642,12642,12642,956,956,956,12642,12642,12642,12642,956,956,956
-1917,1,-2520,1,0,-1917,13922,13902,13922,13902,1240,1260,1280,13902,13922,13902,13922,1240,1260,1280
-1917,1,-2520,1,-1+1w,-1916,13902,13922,13902,13922,1280,1260,1240,13922,13902,13922,13902,1280,1260,1240
-1918,1,-4352,1,0,-1918,23988,23988,23988,23988,2176,2176,2176,23988,23988,23988,23988,2176,2176,2176
-1919,1,-2000,1,0,-1919,11782,11774,11782,11774,992,1000,1008,11774,11782,11774,11782,992,1000,1008
-1919,1,-2000,1,-1+1w,-1918,11774,11782,11774,11782,1008,1000,992,11782,11774,11782,11774,1008,1000,992
-1920,1,-2048,1,0,-1920,13392,13392,13392,13392,1024,1024,1024,13392,13392,13392,13392,1024,1024,1024
-1920,3,-512,3,-2+1w,-639,2486,2486,2486,2486,256,256,256,2486,2486,2486,2486,256,256,256
-1921,1,-3584,1,0,-1921,18276,18282,18276,18282,1798,1792,1786,18282,18276,18282,18276,1798,1792,1786
-1921,1,-3584,1,-1+1w,-1920,18282,18276,18282,18276,1786,1792,1798,18276,18282,18276,18282,1786,1792,1798
-1922,1,-1984,1,0,-1922,13788,13788,13788,13788,992,992,992,13788,13788,13788,13788,992,992,992
-1923,1,-2560,1,0,-1923,14430,14422,14430,14422,1272,1280,1288,14422,14430,14422,14430,1272,1280,1288
-1923,1,-2560,1,-1+1w,-1922,14422,14430,14422,14430,1288,1280,1272,14430,14422,14430,14422,1288,1280,1272
-1925,1,-1600,1,0,-1925,10462,10472,10462,10472,810,800,790,10472,10462,10472,10462,810,800,790
-1925,1,-1600,1,-1+1w,-1924,10472,10462,10472,10462,790,800,810,10462,10472,10462,10472,790,800,810
-1926,1,-2544,1,0,-1926,16516,16516,16516,16516,1272,1272,1272,16516,16516,16516,16516,1272,1272,1272
-1927,1,-3680,1,0,-1927,18490,18524,18490,18524,1874,1840,1806,18524,18490,18524,18490,1874,1840,1806
-1927,1,-3680,1,-1+1w,-1926,18524,18490,18524,18490,1806,1840,1874,18490,18524,18490,18524,1806,1840,1874
-1928,1,-1936,1,0,-1928,13212,13212,13212,13212,968,968,968,13212,13212,13212,13212,968,968,968
-1930,1,-3104,1,0,-1930,19986,19986,19986,19986,1552,1552,1552,19986,19986,19986,19986,1552,1552,1552
-1931,1,-1930,1,0,-1931,11663,11698,11663,11698,1000,965,930,11698,11663,11698,11663,1000,965,930
-1931,1,-1930,1,-1+1w,-1930,11698,11663,11698,11663,930,965,1000,11663,11698,11663,11698,930,965,1000
-1932,1,-2816,1,0,-1932,16912,16912,16912,16912,1408,1408,1408,16912,16912,16912,16912,1408,1408,1408
-1934,1,-1936,1,0,-1934,13788,13788,13788,13788,968,968,968,13788,13788,13788,13788,968,968,968
-1935,1,-2112,1,0,-1935,12632,12638,12632,12638,1062,1056,1050,12638,12632,12638,12632,1062,1056,1050
-1935,1,-2112,1,-1+1w,-1934,12638,12632,12638,12632,1050,1056,1062,12632,12638,12632,12638,1050,1056,1062
-1937,1,-2072,1,0,-1937,12026,12052,12026,12052,1062,1036,1010,12052,12026,12052,12026,1062,1036,1010
-1937,1,-2072,1,-1+1w,-1936,12052,12026,12052,12026,1010,1036,1062,12026,12052,12026,12052,1010,1036,1062
-1938,1,-2560,1,0,-1938,16152,16152,16152,16152,1280,1280,1280,16152,16152,16152,16152,1280,1280,1280
-1938,3,-640,3,-2+1w,-645,2968,2968,2968,2968,320,320,320,2968,2968,2968,2968,320,320,320
-1940,1,-1568,1,0,-1940,11196,11196,11196,11196,784,784,784,11196,11196,11196,11196,784,784,784
-1941,1,-2584,1,0,-1941,14586,14554,14586,14554,1260,1292,1324,14554,14586,14554,14586,1260,1292,1324
-1941,1,-2584,1,-1+1w,-1940,14554,14586,14554,14586,1324,1292,1260,14586,14554,14586,14554,1324,1292,1260
-1942,1,-3880,1,0,-1942,22752,22752,22752,22752,1940,1940,1940,22752,22752,22752,22752,1940,1940,1940
-1943,1,-1904,1,0,-1943,11710,11708,11710,11708,950,952,954,11708,11710,11708,11710,950,952,954
-1943,1,-1904,1,-1+1w,-1942,11708,11710,11708,11710,954,952,950,11710,11708,11710,11708,954,952,950
-1944,1,-2592,1,0,-1944,16142,16142,16142,16142,1296,1296,1296,16142,16142,16142,16142,1296,1296,1296
-1945,1,-3104,1,0,-1945,16802,16834,16802,16834,1584,1552,1520,16834,16802,16834,16802,1584,1552,1520
-1945,1,-3104,1,-1+1w,-1944,16834,16802,16834,16802,1520,1552,1584,16802,16834,16802,16834,1520,1552,1584
-1946,1,-2240,1,0,-1946,15024,15024,15024,15024,1120,1120,1120,15024,15024,15024,15024,1120,1120,1120
